ID,imdb_title_id,title,original_title,Year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
64893,tt3480886,Ma ma,Ma ma,2015,6/24/2016,Drama,111,"Spain, France",Spanish,Julio Medem,Julio Medem,Ad hoc studios,"PenÃ©lope Cruz, Luis Tosar, Asier Etxeandia, Teo Planell, Alex BrendemÃ¼hl, Anna JimÃ©nez, Elena Carranza, Nico de Vicente, Silvia Abascal, Miguel Mota, Virginia Ãvila, Javier Martos, Anabel MaurÃ­n, Samuel Viyuela, Laura Prats","In the aftermath of a tragedy a woman, Magda, reacts with a surge of newfound life that engulfs her circle of family and friends.",6.4,3461,,"$47,258","$1,137,421",31,12,63
64898,tt3482000,A Thousand Junkies,A Thousand Junkies,2017,4/22/2017,"Comedy, Drama",75,USA,English,Tommy Swerdlow,"T.J. Bowen, Tommy Swerdlow",THI Productions,"Patricia Castelo Branco, Dennice Cisneros, David Darmstetter, Dinarte de Freitas, Kyrie DeMille, Blake Heron, Lucinda Jenney, EricJohn Priestley, Bill Pullman, Eddy Rimada, Jerry Stahl, Karen Swerdlow, Tommy Swerdlow, Steven Weber","Things grow more and more desperate, and ridiculous, as three heroin addicts drive all over Los Angeles in search of what they need.",5.8,181,,,,,6,3
64899,tt3482062,Bad Roomies,Bad Roomies,2015,12/1/2015,Comedy,93,USA,English,Jason Schnell,"Justin Mooney, Justin Mooney",Eastside Films,"Patrick Renna, Tommy Savas, Annie Monroe, Jackie Tohn, Page Kennedy, Kyle Howard, Jordan Masterson, Christopher Masterson, Lynsey Bartilson, Eric Pumphrey, Lindsey Reckis, Hanover Savas, Dwayne Adway, Jared Bell, Morgan Krantz","Losing a roomie, another is found by the two remaining men - a cute, 28 y.o. woman. Things get weird.",5.1,2124,,,,,18,2
64905,tt3483712,Raja Natwarlal,Raja Natwarlal,2014,8/29/2014,"Crime, Thriller",141,India,Hindi,Kunal Deshmukh,"Parveez Sheikh, Sanjay Masoomm",Reverie Entertainment,"Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon, Deepak Tijori, Prachee Shah Paandya, Mohammed Zeeshan Ayyub, Tarun Dudeja, Yugesh Anil, Vishwanath Chatterjee, Narendra Jetley, Shakti Kumar, Talib Mehdi, Rohit Pathak, Avinash Kumar Singh",A small-time con man seeks assistance from his mentor with the intention of settling scores with a gangster.,6.1,3668,,"$131,105","$256,978",,27,19
64908,tt3484796,The Fear of Darkness,The Fear of Darkness,2015,8/21/2015,"Horror, Thriller",91,Australia,English,Christopher Fitchett,Christopher Fitchett,Head Gear Films,"Maeve Dermody, Penelope Mitchell, Aaron Pedersen, Damien Garvey, Mark Leonard Winter, Christopher Sommers, Helen Howard, Jacob Irvine, Danniella Markovic, Steve Hirst, Justin Harreman, Natsumi Sato, Candace Diamond, Kade Sproule, Ryan Verbruggen",A brilliant young psychiatrist is forced to confront the dark creature that dwells deep within her own unconscious when she investigates the supernatural disappearance of a university student.,4,503,,,"$53,569",,6,3
64909,tt3484800,Altar,Altar,2014,12/27/2014,"Horror, Mystery",94,UK,English,Nick Willing,Nick Willing,Content Media,"Olivia Williams, Matthew Modine, Antonia Clarke, Adam Thomas Wright, Richard Dillane, Howard Lee, Jonathan Jaynes, Rebecca Calder, Steve Oram, David J. Peel, Mark Heenehan, Stephen Chance","A young family moves to an isolated house which the wife has been hired to restore, only to discover that the previous owner is reputed to have murdered his wife.",5.3,4298,,,,,43,18
64913,tt3485800,The Congressman,The Congressman,2016,4/9/2016,Drama,98,USA,English,"Jared Martin, Robert Mrazek",Robert Mrazek,,"Treat Williams, Elizabeth Marvel, Ryan Merriman, Chris Conroy, George Hamilton, Marshall Bell, Fritz Weaver, Jayne Atkinson, Kim Blacklock, Josh Mostel, Cindy Lentol, Miriam A. Hyman, Alison Wachtler, Alexander Cook, Bradley J. Van Dussen","Maine Congressman Charlie Winship has had a bad day. After being caught on video failing to stand and recite the pledge of allegiance, he knocks out another House member, confronts his ...",6.3,290,,"$71,451","$71,451",,11,7
64922,tt3487610,Malevolence 3: Killer,Malevolence 3: Killer,2018,10/12/2018,Horror,89,USA,English,Stevan Mena,Stevan Mena,Mena Films,"Katie Gibson, Kevin McKelvey, Victoria Mena, Adrienne Barbeau, Ashley Wolfe, Scott Decker, Reed Davis, Graceann Dorse, David Lee Madison, Lynn Mastio Rice, Jay Cohen, Alli Caudle, Kelsey Deanne, Scott Kay, Todd Litzinger",Martin Bristol returns to where it all began: the home where he was kidnapped from. But he is not the boy who disappeared over 10 years ago. Tortured and abused at the hands of his ...,6.1,1693,"$75,000",,,,32,10
64923,tt3487994,Bloodsucking Bastards,Bloodsucking Bastards,2015,1/22/2015,"Action, Comedy, Horror",86,USA,English,Brian James O'Connell,"Sean Cowhig, Neil Garguilo",Fortress Features,"Fran Kranz, Pedro Pascal, Joey Kern, Joel Murray, Emma Fitzpatrick, Yvette Yates Redick, Justin Ware, Marshall Givens, David F. Park, Neil Garguilo, Parvesh Cheena, Zabeth Russell, Sean Cowhig, Patricia Rae, Brian James O'Connell",A down on his luck cubicle worker and his slacker best friend discover their new boss is a vampire who is turning their coworkers into the un-dead.,5.7,4896,,,,50,41,63
64924,tt3488056,10.0 Earthquake,10.0 Earthquake,2014,10/11/2014,"Drama, Sci-Fi, Thriller",88,USA,English,David Gidali,"J. Greg Abbott, Alex Greenfield",Indy Entertainment,"Jeffrey Jones, Malcolm Barrett, Chasty Ballesteros, Henry Ian Cusick, Cameron Richardson, Andre Gower, Kristen Dalton, Rachel Sterling, David Chokachi, Brock Kelly, Heather Sossaman, Joey Luthman, David Barrera, Olivia Jordan, Scott Subiono","Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.",3.4,1503,,,,,30,2
64925,tt3488184,7 Chinese Brothers,7 Chinese Brothers,2015,4/13/2016,Comedy,76,USA,English,Bob Byington,Bob Byington,8750 Films,"Jason Schwartzman, Olympia Dukakis, Tunde Adebimpe, Eleanore Pienta, Stephen Root, Arrow Schwartzman, Jimmy Gonzales, John Gatins, Jonathan Togo, Josh Meyer, Ted Beck, Chris Doubek, Grover Coulson, Alex Karpovsky, Jennifer Prediger","Sharing a small apartment with his sleepy French bulldog, an unmotivated thirty-something slacker lands a job at a Quick Lube, to be close to the shop's beautiful manager. Has he found a new purpose in life? Is there still hope?",5.6,1357,,"$28,180","$28,180",56,16,30
64940,tt3495000,Mardaani,Mardaani,2014,8/22/2014,"Action, Crime, Drama",113,India,Hindi,Pradeep Sarkar,"Gopi Puthran, Vibha Singh",Yash Raj Films,"Rani Mukerji, Tahir Raj Bhasin, Priyanka Sharma, Mona Ambegaonkar, Gautam Babbar, Vishwa Bhanu, Probir Dutt, Anil George, Kinjal Jain, Rio Kapadia, Avneet Kaur, Peter Manuel, Peter Muxka Manuel, Sharika Raina, Digvijay Rohildas","A story of Shivani Shivaji Roy, Crime Branch, who sets out to confront the mastermind behind a child trafficking mafia.",7.3,9651,,,"$183,205",,53,32
64947,tt3495988,The Boatman,The Boatman,2015,10/16/2015,"Drama, Thriller",103,USA,English,Greg Morgan,"Duke Addleman, Greg Morgan",Film Punk Films,"Oscar Torre, Noemi Dunbar, Yvonne Delarosa, Carlos Montilla, Rogelio T. Ramos, Anthony L. Fernandez, Julien Cesario, Hugo E. Carbajal, Michelle GonzÃ¡lez, Genia Nunez, Gene Gabriel, Dean Toews, Johnny DeLeon, Jason Alejo, Graham Mackie","Miguel is the perfect coyote: dedicated, single-minded, his record unblemished. His home is the winding path of the migrant: the back alley gravel, the crumbled pavement, and last - the ...",6,138,"$1,200,000",,,,12,1
64951,tt3496790,Lez Bomb,Lez Bomb,2018,11/9/2018,"Comedy, Drama",90,USA,English,Jenna Laurenzo,Jenna Laurenzo,Sprockefeller Pictures,"Adeel Ahmed, Lisa Benner, Laura Cantwell, Joe Carpenter, A.B. Cassidy, Bruce Dern, Jordyn DiNatale, Brett Druck, Katherine Ferrelli, Lori Finkel, Dorothi Fox, Amy Fulgham, Steve Guttenberg, Brandon Micheal Hall, Robert Hall","A still closeted young woman brings her girlfriend home for Thanksgiving, only to have her coming out efforts thwarted by the unexpected arrival of her male roommate.",5,730,,,,,29,6
64955,tt3498820,Captain America: Civil War,Captain America: Civil War,2016,4/29/2016,"Action, Adventure, Sci-Fi",147,USA,"English, German, Xhosa, Russian, Romanian, Hindi","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely",Marvel Studios,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp, Tom Holland, Daniel BrÃ¼hl, Frank Grillo",Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,7.8,608928,"$250,000,000","$408,084,349","$1,153,296,293",75,1342,658
64961,tt3499424,Hercules Reborn,Hercules Reborn,2014,8/7/2014,"Action, Adventure",95,USA,English,Nick Lyon,"Jim Hemphill, Jose Montesinos",The Asylum,"John Hennigan, Christian Oliver, Marcus Shirock, James Duval, Dylan Vox, Christina Wolfe, Alistair A. Duff, Foued Mansour, Jeremy M. Inman, Jennifer Marie Paul, Khalid Ben Chegra, Aurelie Armelle Simone Chatellier, Rim Tounssi, Yassine Amer, Youness Lahlafi","When a young man's bride is kidnapped by an evil king, he turns to Hercules for help. The fallen hero has been living in exile, banished for killing his family, but the young man's courage ...",4,4178,,,,,30,15
64963,tt3499542,Black Ruby,Black Ruby,2017,7/3/2017,Drama,91,USA,"English, Hebrew","La Raza, Zachary Laoutides",Zachary Laoutides,Ave Fenix Pictures,"Zachary Laoutides, Ric Morgan, Joseph Mennella, Carmen Santiago Keenon, Krystal E. Heredia, LeÃ³n Alfredo, Nick Carmen, Mikey Ferrer, Laron Hardrick, Marius Iliescu, MÃ³nica Esmeralda LeÃ³n, George Spentzos","Jules and Louis, hustlers and jazz musicians struggle to create a hit when a black-Hispanic escort named Ruby interrupts their lives distracting their music and causing Louis to fight his friend's debts away.",7.6,559,"$2,000,000",,,,7,12
64976,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,10/24/2017,"Action, Adventure, Comedy",130,USA,English,Taika Waititi,"Eric Pearson, Craig Kyle",Walt Disney Pictures,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Rachel House, Clancy Brown, Tadanobu Asano, Ray Stevenson","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop RagnarÃ¶k, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",7.9,518571,"$180,000,000","$315,058,289","$853,977,126",74,1464,509
64999,tt3507138,A Girl Like Grace,A Girl Like Grace,2015,6/12/2015,Drama,93,USA,English,Ty Hodges,"Jacquin DeLeon, Jacquin DeLeon",Azro Media,"Meagan Good, Raven-SymonÃ©, Garcelle Beauvais, Ryan Destiny, Paige Hurd, Romeo Miller, Blair Redford, Ty Hodges, Marcus Lyle Brown, Tony Delerme, Savanna Smith, Clyde Risley Jones, Ameer Baraka, Gage Banister, Louise Clay","Raised by a single mother, a bullied 17 year-old girl seeks guidance from her best friend and the girl's older sister.",6,410,,$713,$713,,9,3
65014,tt3510304,Free in Deed,Free in Deed,2015,9/8/2017,Drama,100,"New Zealand, USA",English,Jake Mahaffy,Jake Mahaffy,Greyshack Films,"David Harewood, Edwina Findley Dickerson, Kathy Smith, Helen Bowman, RaJay Chandler, Alex Coker, Geoff Falk, Jan Falk, Porsha Ferguson, Kate Mobley, Lindsey Roberts, Rosalyn R. Ross, Preston Shannon, Jon W. Sparks","Set in the distinctive world of storefront churches, based on actual events, Free in Deed depicts one man's attempts to perform a miracle. When a single mother brings her young son to ...",6.7,145,,,,81,4,12
65040,tt3517870,Mine 9,Mine 9,2019,3/8/2019,Drama,83,USA,English,Eddie Mensore,Eddie Mensore,Emphatic Films,"Terry Serpico, Mark Ashworth, Kevin Sizemore, Clint James, Drew Starkey, Erin Elizabeth Burns, Alpha Trivette, Francine Locke, Elizabeth Houston, Annie Thrash, Owen Vaccaro, Tuesday Beebe, Vanley Boro, Shelby Tsuhlares, Patrick Lemon","Two miles into the earth, nine Appalachian miners struggle to survive after a methane explosion leaves them with one hour of oxygen.",7.4,503,,"$226,421","$226,421",66,8,16
65041,tt3517984,The Ballerina,The Ballerina,2017,10/20/2017,"Drama, Horror, Thriller",106,USA,English,Steve Pullen,Steve Pullen,,"Isabella Pullen, Steve Pullen, Peggy Pullen, Charles Pullen, Bronson Pullen, Joseph Pullen, Cheyenne Fridley, Valli Downey, Deena Dill, Del Crawford, Aidan Dunlap, Alexandra Pouloutides, Maia Baumbach, Morgan Cryer, Brianna Marsh","A man and his 9-year-old daughter disappear into the swampy Virginia backwoods. Haunted by tragedy and destitution, they must both face the painful past if they are to ever have a future.",4.5,403,,,,,22,3
65046,tt3520290,Blunt Force Trauma,Blunt Force Trauma,2015,11/12/2015,Action,97,USA,English,Ken Sanzel,Ken Sanzel,ETA Films,"Ryan Kwanten, Freida Pinto, Carolina GÃ³mez, Mickey Rourke, Maruia Shelton, Jason Gibson, Ruben Zamora, Daniel Abril, Silvia De Dios, Jon Mack, Steven Galarce, Victor Gomez, Tatiana Ronderos, David Villada","Follows the journey of John and Colt, gunfighters and sometimes lovers, on parallel but very different journeys through an underground dueling culture.",4.6,1510,"$1,000,000",,"$53,752",,13,31
65047,tt3520418,We Are Still Here,We Are Still Here,2015,12/8/2015,Horror,84,USA,English,Ted Geoghegan,Ted Geoghegan,Snowfort Pictures,"Barbara Crampton, Andrew Sensenig, Lisa Marie, Larry Fessenden, Monte Markham, Susan Gibney, Michael Patrick Nicholson, Kelsea Dakota, Guy Gane, Elissa Dowling, Zorah Burress, Marvin Patterson, Connie Neer, Samantha Buckman, Richard Barry","In the cold, wintery fields of New England, a lonely old house wakes up every thirty years - and demands a sacrifice.",5.7,15978,,,,65,105,173
65051,tt3521126,The Disaster Artist,The Disaster Artist,2017,12/6/2017,"Biography, Comedy, Drama",104,USA,English,James Franco,"Scott Neustadter, Michael H. Weber",Good Universe,"Dave Franco, James Franco, Seth Rogen, Ari Graynor, Alison Brie, Jacki Weaver, Paul Scheer, Zac Efron, Josh Hutcherson, June Diane Raphael, Megan Mullally, Jason Mantzoukas, Andrew Santino, Nathan Fielder, Joe Mande",When,7.4,118201,"$10,000,000","$21,120,616","$29,820,616",76,364,371
65053,tt3521164,Moana,Moana,2016,12/2/2016,"Animation, Adventure, Comedy",107,USA,English,"Ron Clements, John Musker","Jared Bush, Ron Clements",Hurwitz Creative,"Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",7.6,236171,"$150,000,000","$248,757,044","$690,845,539",81,464,384
65065,tt3523852,Don't Look in the Basement 2,Don't Look in the Basement 2,2015,5/25/2016,"Horror, Thriller",88,USA,English,Tony Brownrigg,"Tony Brownrigg, Megan Emerick",,"Andrew Sensenig, Frank Mosley, Arianne Martin, Jim O'Rear, Scott Tepperman, Megan Emerick, Willie Minor, Camilla Carr, Earl Browning III, Brady McInnes, Carolyn King, Chester Rushing, Libby Hall, Kim Foster, Joseph Spector","In 1972, the patients and doctors at Stephens Sanitarium were brutally murdered. Over forty years later, the only known survivor returns only to find the ghosts of the past have not been resting in peace.",4,346,,,,,9,5
65075,tt3526120,Uncertain Terms,Uncertain Terms,2014,5/29/2015,"Comedy, Drama",75,USA,English,Nathan Silver,"Chloe Domont, Nathan Silver",Konec Films,"David Dahlbom, Adinah Dancyger, Casey Drogin, Hannah Gross, Tallie Medel, Caitlin Mehner, Bobbi SalvÃ¶r Menuez, Gina Piersanti, Cindy Silver, Nathan Silver, Bettina Skye","Fleeing the city, Robbie takes refuge at his aunt's country house, which happens to be a makeshift home for pregnant teenagers.",5.8,319,,,,68,2,51
65092,tt3528284,Starting Over Again,Starting Over Again,2014,2/12/2014,Drama,130,Philippines,"Filipino, Tagalog",Olivia M. Lamasan,"Carmi Raymundo, Anjeli Pessumal",ABS-CBN Film Productions,"Piolo Pascual, Toni Gonzaga, Iza Calzado, Lito Pimentel, Joross Gamboa, Edgar Allan Guzman, Cai Cortez, Beauty Gonzalez, Bryan Santos, Ryan Yllana, NiÃ±a Dolino, Cecil Paz, Liza Lorena, Yayo Aguila, Rolando Inocencio",A pair of exes run into each other again years after a breakup that left them with plenty of unresolved questions.,7.1,450,,,"$4,247,708",,5,
65114,tt3531202,Pilgrimage,Pilgrimage,2017,8/2/2017,"Action, Drama, History",96,"Ireland, Belgium, USA","English, Irish, French, Latin",Brendan Muldowney,Jamie Hannigan,Savage Productions,"Nikos Karathanos, Akilas Karazisis, Tom Holland, Jon Bernthal, John Lynch, RÃºaidhrÃ­ Conroy, Hugh O'Conor, Donncha Crowley, Stanley Weber, Peter Cosgrove, Lochlann O'MearÃ¡in, Richard Armitage, Tristan McConnell, David O'Reilly, GaÃ«tan Wenders","In 13th century Ireland, a group of monks must escort a sacred relic across an Irish landscape fraught with peril.",5.8,3897,EUR 4749500,,"$23,689",60,36,41
65117,tt3531604,Gang of Ghosts,Gang of Ghosts,2014,3/21/2014,"Comedy, Horror",128,India,Hindi,Satish Kaushik,Rajesh Chawla,Venus Records & Tapes,"Sharman Joshi, Mahie Gill, Asrani, Lankesh Bhardwaj, Parambrata Chattopadhyay, Meera Chopra, Paoli Dam, Mansee Deshmukh, J. Brandon Hill, Rajesh Khattar, Anupam Kher, Preeti D. Lad, Chunky Pandey, Yashpal Sharma, Jackie Shroff",A story about a group of ghosts who have lost their shelter due to urbanization. The story starts with a struggling wannabe director who somehow crosses paths with a stranger. The stranger ...,3.6,320,,"$5,906","$5,906",,6,7
65121,tt3532278,Brothers of the Wind,Brothers of the Wind,2015,1/29/2016,"Adventure, Drama, Family",98,Austria,English,"Gerardo Olivares, Otmar Penker","Joanne Reay, Otmar Penker",FilmVergnuegen,"Jean Reno, Manuel Camacho, Tobias Moretti, Eva Kuen","In a world where it takes courage to fly, a young boy nurtures a baby eagle into adulthood. Searching for their place in the world, they bond over their desire to be free.",6.8,1756,,,"$3,685,708",,9,22
65123,tt3532686,All About E,All About E,2015,2/1/2015,"Comedy, Drama, Romance",96,Australia,"English, Arabic",Louise Wadley,Louise Wadley,Girls' Own Pictures,"Mandahla Rose, Brett Rogers, Julia Billington, Simon Bolton, Kim Antonios Hayes, Lex Marinos, Karli Rae Grogan, Paige Barrand, Maxine Austin, Elka Kerkhofs, Leonie Paterson, Isabelle Lindores, Cassie Lineham, Julia Salt, Kate Englefield","A beautiful sexy DJ is forced to run when she stumbles on a stash of cash. Can she keep the money, conquer her demons, AND get the girl?",4.7,853,AUD 780000,,,,26,27
65128,tt3534282,Don Verdean,Don Verdean,2015,12/11/2015,"Adventure, Comedy, Drama",90,USA,English,Jared Hess,"Jared Hess, Jerusha Hess",Buffalo Film Company (II),"Sam Rockwell, Amy Ryan, Will Forte, Danny McBride, Jemaine Clement, Steve Park, Leslie Bibb, Sky Elobar, P.J. BoudousquÃ©, Yaniv Moyal, Jared Shipley, Logan Rogan, Michael Flynn, Pete Rockwell, Harry Bonner",A self-professed biblical archaeologist who has fallen on hard times starts to bend the truth in order to continue inspiring the faithful.,5.4,4383,,"$31,309","$31,309",39,24,31
65130,tt3538666,Blood Is Blood,Blood Is Blood,2016,8/1/2016,"Horror, Thriller",80,USA,English,Stuart Sauvarin,Stuart Sauvarin,Sauvtrac,"Fiona Dourif, Andrew James Allen, Kate French, Daniel di Tomasso, Caitlin Harris, Barbara Eve Harris, Tessa Harnetiaux, Victoria Geil, Teni Panosian, Hannah Emerson, Diana Lu, Mike Rad, Heather Karasek, Cleo Handler, Emily Hunter Salveson","A young girl seeks revenge after an unexpected death, while the world around her unravels revealing horrifying secrets about her life and family.",4,208,,,,,5,3
65133,tt3540016,Kotigobba 2,Kotigobba 2,2016,8/12/2016,"Action, Drama, Thriller",162,India,"Kannada, Tamil, Telugu",K.S. Ravikumar,"K.S. Ravikumar, T. Sivakumar",Rockline Entertainment,"Sudeep, Nithya Menon, Prakash Raj, P. Ravi Shankar, Nassar, Sharath Lohitashwa, Mukesh Tiwari, Avinash, Devaraj, Imman Annachi, Joy Badlani, Ravi Chethan, Chikkanna, Dharma, Gowthami Gowda",A real estate agent disguised as burglar swindles from rich and also hoodwinks the police to believe that his identical twin brother is behind the robbery.,6.7,916,INR 400000000,,,,3,8
65150,tt3544218,Belgica,Belgica,2016,3/2/2016,Drama,127,"Belgium, France","Flemish, Dutch",Felix van Groeningen,"Arne Sierens, Felix van Groeningen",Menuet Producties,"Stef Aerts, Tom Vermeir, Stefaan De Winter, Dominique Van Malder, Ben Benaouisse, Boris Van Severen, Sara De Bosschere, Charlotte Vandermeersch, HÃ©lÃ¨ne De Vos, Jean-Michel Balthazar, Bo De Bosschere, Sam Louwyck, Anjana Dierckx, Hannes Reckelbus, Silvanous Saow",The drama follows two brothers who start a bar and get swept up in its success in the midst of Belgium's nightlife scene.,6.7,3784,,,"$600,455",63,4,57
65169,tt3549566,The Linda Vista Project,The Linda Vista Project,2015,2015,Horror,84,USA,English,John Rogers,"Mo Anouti, Edward Conna",Arwayne Productions,"Whitney Anderson, Yeniffer Behrens, Mauricio Mendoza, Christopher Allen-Nelson, Kara Luiz, Michael G. Coleman, Caroline Mann, Paul Dietz, Mike Jerome Putnam, Douglas Tait, Esther Villatoro, Mike Quiroga, Adam Clarke, Jimmy Dux, Mar Garcia",An expert in paranormal Emily Strand takes her team on their last ghost hunt to explain the supernatural. She finds her team terrorized in one of Americas most haunted places. Escaping from the supernatural is their only chance to survive.,3.1,227,"$1,000,000",,,,6,2
65177,tt3550902,6 Ways to Die,6 Ways to Die,2015,7/31/2015,"Crime, Mystery, Thriller",103,USA,English,Nadeem Soumah,Nadeem Soumah,Formula Features,"Vinnie Jones, Vivica A. Fox, Dominique Swain, Bai Ling, Richard Amezcua, Michael Rene Walton, Tom Sizemore, Luis Fernandez-Gil, Chris Jai Alex, Jose Rosete, Melissa Mars, Jeff Galfer, Marco Silvestri, Vinny Silva, Sandra Valladares","Mystery man John Doe wants 6 things taken from the top North American narcotics distributor Sunny ""Sundown"" Garcia: his freedom, his love, his reputation, his most valuable possession, his money and his life.",4,813,,,,,11,11
65185,tt3552892,Hungerford,Hungerford,2014,4/15/2018,"Horror, Sci-Fi",79,UK,English,Drew Casson,"Drew Casson, Jess Cleverly",Wildseed Studios,"Georgia Bradley, Sam Carter, Drew Casson, Mark Cusack, James Haslam, Matthew Jackson, Lee Kelly, Nigel Morgan, Colin Murtagh, Paul Radziwill, Pete Rogers, Tom Scarlett, Jenna Sharpe, Kitty Speed, Colin Stark",The lives of a group of teenagers are turned upside down when their town is taken over by sinister forces.,3.8,1601,GBP 20000,,,,51,14
65190,tt3553976,Captain Fantastic,Captain Fantastic,2016,9/9/2016,"Comedy, Drama",118,USA,"English, Esperanto",Matt Ross,Matt Ross,Electric City Entertainment,"Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton, Shree Crooks, Charlie Shotwell, Trin Miller, Kathryn Hahn, Steve Zahn, Elijah Stevenson, Teddy Van Ee, Erin Moriarty, Missi Pyle, Frank Langella","In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",7.9,166665,,"$5,879,835","$22,787,101",72,414,310
65191,tt3554164,Alison's Choice,Alison's Choice,2015,6/27/2015,"Comedy, Drama, Family",92,USA,English,Bruce Marchiano,Bruce Marchiano,Blacklist Digital,"Chanel Marriott, Bruce Marchiano, Alicia Monet Caldwell, Gregg Wayans, Britt Prentice, Julian Alexander, Sarunas J. Jackson, Jennifer Keller, Amy Lyndon, Liz Randall, Amanda Conlin, Megan Hui, Megan Black, Kaitlin Newman, Lori Newman","Alison, a teen, is facing pregnancy. With nowhere to turn, she finds herself in a ""clinic"" about to end her baby's life. Suddenly a man appears. His mop tells her he's the janitor. ...",5.2,122,"$270,000",,,,6,2
65192,tt3554418,Khoobsurat,Khoobsurat,2014,9/19/2014,"Comedy, Romance",130,India,Hindi,Shashanka Ghosh,"D.N. Mukherjee, Indira Bisht",Anil Kapoor Film Company,"Sonam Kapoor, Fawad Khan, Ratna Pathak Shah, Kiron Kher, Ashok Banthia, Rishab Chadha, Amir Raza Hussain, Aditi Rao Hydari, Badrul Islam, Simran Jehani, Krishnakant Keni, Kaizaad Kotwal, Suraj Mukherjee, Cyrus Sahukar, Yashwant Singh",A hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her and engaged to someone else.,6.4,6986,,"$710,508","$1,375,623",,45,21
65210,tt3560546,Dead Girls,Dead Girls,2014,2014,"Horror, Thriller",91,USA,English,"Neal E. Fischer, Del Harvey","Neal E. Fischer, Del Harvey",Rough Cut Films,"Jessica Oberhausen, Joseph Luis Caballero, Rebecca Mullins, Aubrey Joyce Tunnell, Nick Cardiff, Matty Robinson, Craig Sunderlin, Mia Doran, Madalyn Mattsey, Ali Hadley, Samantha Steveson, Andrew Jacob DeHart, Jax Turyna, Jennifer Lenius, Brian Rooney",Three stories of abused and forsaken girls who return from the dead to take their revenge.,3.4,161,"$25,000",,,,2,5
65216,tt3561204,Friends Don't Let Friends,Friends Don't Let Friends,2017,11/28/2017,"Horror, Thriller",84,USA,English,James S. 'Jamie' Brown,"James S. 'Jamie' Brown, James S. 'Jamie' Brown",Brownwell Entertainment,"Brittany Anne Woodford, Jenny Curtis, Kanin Guntzelman, Mark Hatfield, Braden Joyce, Brendan McGowan, Jake White",A violent breakup leaves one man dead and a group of friends dispatched into the desert to dispose of the evidence. Friendships are tested as the group push the boundaries of what can be done in the name of being there for a friend.,2.9,143,,,,,2,5
65224,tt3563156,Anjaan,Anjaan,2014,8/15/2014,"Action, Thriller",166,India,"Tamil, Telugu, Hindi","N. Linguswamy, Suresh","N. Linguswamy, Brindha Sarathy",Goldmine Tele Films,"Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee, Soori, Chitrangda Singh, Maryam Zakaria, Sanjana Singh, Murli Sharma, Chetan Hansraj, Manoj Misra, Bobby Bedii, Brahmanandam, Joe Malloori, Dalip Tahil","Raju Bhai and Chandru head a thriving gang dismantling everyone coming their way. However when their success reaches the dreaded Imran, their lives take a turn.",4.9,3646,INR 750000000,,"$296,477",,23,7
65233,tt3564794,Welcome to Happiness,Welcome to Happiness,2015,5/20/2016,"Comedy, Drama, Fantasy",108,USA,English,Oliver Thompson,Oliver Thompson,Minutehand Pictures,"Kyle Gallner, Olivia Thirlby, Nick Offerman, Keegan-Michael Key, Brendan Sexton III, Josh Brener, Molly C. Quinn, Paget Brewster, Frances Conroy, Bess Rous, A.J. Trauth, Robert Pike Daniel, Chauntal Lewis, Alexander Wright, Shana Gagnon","There's a magical door in Woody's closet that allows those who go through it to erase mistakes from their past. When he finds out where it goes, his life will be changed forever.",6.1,580,,"$5,083","$5,083",29,9,20
