ID,imdb_title_id,title,original_title,Year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
44995,tt0447166,The Gamers: Dorkness Rising,The Gamers: Dorkness Rising,2008,8/14/2008,"Action, Adventure, Comedy",105,USA,English,Matt Vancil,Matt Vancil,Dead Gentlemen Productions,"Nathan Rice, Carol Roscoe, Brian S. Lewis, Scott C. Brown, Christian Doyle, Jennifer Page, Geoff Gibbs, Ed Gibbs, Don Early, Sean K. Reynolds, Chris Duppenthaler, Julia Vancil, Steve Wolbrecht, Emily Olson, John Frank Rosenblum","Lodge, a gaming geek, takes his playing very seriously, unlike his babyish friends who'd rather be immature. He decides to shake things up by introducing two unconventional people to their group.",7.4,3015,,,,,33,3
45023,tt0448022,A Bird of the Air,A Bird of the Air,2011,9/23/2011,"Drama, Romance",108,USA,English,Margaret Whitton,"Roger Towne, Joe Coomer",Tashtego Films,"Rachel Nichols, Jackson Hurst, Anjanette Comer, Linda Emond, Buck Henry, Judith Ivey, Erik Jensen, Kaiulani Lee, Matte Osian, Rocco Sisto, Phyllis Somerville, Louis Zorich, Jessamyn Blakeslee, Gary Farmer, Carrie Fleming","A man in search of his past, and a woman who lives in the moment, are brought together when they pursue the origins of a stray parrot in this comedic and romantic drama.",6.6,1095,,"$10,152","$10,152",42,8,6
45035,tt0448157,Hancock,Hancock,2008,7/2/2008,"Action, Fantasy",92,USA,"Vietnamese, English, Japanese",Peter Berg,"Vincent Ngo, Vince Gilligan",Columbia Pictures,"Will Smith, Charlize Theron, Jason Bateman, Jae Head, Eddie Marsan, David Mattey, Maetrix Fitten, Thomas Lennon, Johnny Galecki, Hayley Marie Norman, Dorothy Cecchi, Michelle Lemon, Akiva Goldsman, Michael Mann, Brad Leland",Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,6.4,421021,"$150,000,000","$227,946,274","$624,386,771",49,623,313
45040,tt0448206,Bunty Aur Babli,Bunty Aur Babli,2005,5/27/2005,"Comedy, Drama, Romance",170,India,"Hindi, English",Shaad Ali,"Aditya Chopra, Jaideep Sahni",Yash Raj Films,"Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Kiran Juneja, Lilliput, Pratima Kazmi, Prem Chopra, Puneet Issar, Raj Babbar, Rajesh Vivek, Aishwarya Rai Bachchan, Rameshwari, Ranjeet, Ravi Baswani, Sanjay Mishra",A small town pair become the legendary Bunty and Babli as caper after caper they turn the world on its head. Till they meet a very upset cop.,6.2,5775,INR 100000000,"$942,756","$3,370,142",,43,12
45060,tt0448993,The Art of Travel,The Art of Travel,2008,9/2/2008,Drama,100,USA,"English, Spanish",Thomas Whelan,"Brian LaBelle, Thomas Whelan",Brenster Productions,"Christopher Masterson, Brooke Burns, Johnny Messner, James Duval, Jake Muxworthy, Shalim Ortiz, Angelika Libera, Bijou Phillips, Ernie Lively, Maria Conchita Alonso, Alexandra Breckenridge, Frank Califano, Annie Huntley, Brian LaBelle, Tommy Savas","High school grad. Conner Layne is about to marry his first love, but when wedding plans fail, he goes solo on his honeymoon to Central America, finding adventure with a ragtag group of ...",6.4,2387,"$2,000,000",,,,37,62
45065,tt0449018,The Final Season,The Final Season,2007,10/12/2007,"Drama, Sport",119,USA,English,David Mickey Evans,"Art D'Alessandro, James Grayford",The Final Season,"Sean Astin, Jesse Henecke, Powers Boothe, Owen Patchen Evans, Brett Claywell, Nick Livingston, Roscoe Myrick, Alexander Roos, Jonathon Stoner, Christopher Cyronek, Rob Schemmel, Chris Olsen, Ric Swann, Preston Boothe, Marshall Bell",Kent Stock disrupts his life to become coach of the Norway High School baseball team and try to lead them to victory.,6.6,2339,,"$1,159,691","$1,159,691",43,25,33
45071,tt0449088,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,2007,5/24/2007,"Action, Adventure, Fantasy",169,USA,"Mandarin, English",Gore Verbinski,"Ted Elliott, Terry Rossio",Walt Disney Pictures,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Bill Nighy, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Kevin McNally, David Bailie, Stellan SkarsgÃ¥rd, Tom Hollander, Naomie Harris, Martin Klebba","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",7.1,566300,"$300,000,000","$309,420,425","$960,996,492",50,1272,324
45078,tt0449306,Lucky: No Time for Love,Lucky: No Time for Love,2005,4/8/2005,"Musical, Drama, Romance",180,India,"Hindi, Russian, English","Radhika Rao, Vinay Sapru","Radhika Rao, Vinay Sapru",Sohail Khan Production,"Salman Khan, Sneha Ullal, Mithun Chakraborty, Kader Khan, Navni Parihar, Ravi Baswani, Vikram Gokhale, Mumait Khan, Aira Ollila, Priyanka Shinoy, Michail Solovieu, Meher Vij","In a chain of unfortunate events, a 17-year-old schoolgirl narrowly escapes a possible rapist, is caught up in a terror attack, and drinks contaminated water that poisons her.",4.7,3009,,"$453,507","$891,789",,25,15
45082,tt0449467,Babel,Babel,2006,1/19/2007,Drama,143,"France, USA, Mexico","English, Arabic, Spanish, Japanese, Berber languages, French, Russian, Japanese Sign Language",Alejandro G. IÃ±Ã¡rritu,"Guillermo Arriaga, Guillermo Arriaga",Paramount Pictures,"Brad Pitt, Cate Blanchett, Mohamed Akhzam, Peter Wight, Harriet Walter, Trevor Martin, Matyelok Gibbs, Georges Bousquet, Claudine Acs, AndrÃ© Oumansky, Michael Maloney, Dermot Crowley, Wendy Nottingham, Henry Maratray, Linda Broughton","Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",7.4,276905,"$25,000,000","$34,302,837","$135,330,182",69,951,255
45091,tt0449629,P,P,2005,2/3/2006,"Drama, Horror",110,"UK, Thailand",Thai,Paul Spurrier,"Preeyaporn Chareonbutra, Paul Spurrier",Commercial Films Siam,"Suangporn Jaturaphut, Dean Barrett, Shaun Delaney, John Kathrein, Chartchai Kongsiri, Opal, Pisamai Pakdeevijit, Supatra Roongsawang, Narisara Sairatanee, Amy Siriya, Paul Spurrier, Pattanachat Sritep, Manthana Wannarod, Kochakorn Wongkitisopon, Dor Yodrak","Whilst growing up in rural Thailand, a young orphan girl is taught the ways of magic by her grandmother. But when grandmother falls sick, Dau is lured to Bangkok to find work so that she ...",5.1,978,,,"$86,834",,34,23
45104,tt0449994,Jodhaa Akbar,Jodhaa Akbar,2008,2/15/2008,"Action, Drama, History",213,India,"Hindi, Urdu",Ashutosh Gowariker,"Haidar Ali, Haidar Ali",Ashutosh Gowariker Productions,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Surendra Pal, Rajesh Vivek, Pramod Moutho, Vishwa Mohan Badola, Manava Naik, Disha Vakani, Dilnaz Irani","A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.",7.6,27568,INR 400000000,"$3,440,718","$26,935,618",69,126,38
45105,tt0449999,Kabhi Alvida Naa Kehna,Kabhi Alvida Naa Kehna,2006,8/11/2006,"Drama, Romance",193,India,"Hindi, English",Karan Johar,"Karan Johar, Shibani Bathija",Dharma Productions,"Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji, Preity Zinta, Kiron Kher, Arjun Rampal, John Abraham, Logan Anderson, Lisa Anzelmo, Jarett Armstrong, Patrick Armstrong, Diane Baisley, Steven Baker, Tomm Bauer","Dev, a former football player is married to Rhea, a successful fashion editor. Maya is a kindergarten teacher who is married to Rishi, an outgoing event planner. These couples' lives intersect and they each question their own marriage.",6.1,17011,INR 700000000,"$3,275,444","$25,229,168",,272,22
45131,tt0450405,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,2009,10/23/2009,"Action, Adventure, Fantasy",109,USA,"English, Spanish, French",Paul Weitz,"Paul Weitz, Brian Helgeland",Universal Pictures,"John C. Reilly, Josh Hutcherson, Chris Massoglia, Jessica Carlson, Michael Cerveris, Ray Stevenson, Patrick Fugit, Morgan Saylor, Don McManus, Colleen Camp, Ken Watanabe, Salma Hayek, Orlando Jones, Frankie Faison, Willem Dafoe","Teenager Darren Shan meets a mysterious man at a freak show who turns out to be a vampire. After a series of events, Darren must leave his normal life and go on the road with the Cirque du Freak and become a vampire.",5.9,41489,"$40,000,000","$13,869,515","$39,232,113",43,189,164
45155,tt0451079,Horton Hears a Who!,Horton Hears a Who!,2008,3/14/2008,"Animation, Adventure, Comedy",86,USA,English,"Jimmy Hayward, Steve Martino","Cinco Paul, Ken Daurio",Blue Sky Studios,"Jim Carrey, Steve Carell, Carol Burnett, Will Arnett, Seth Rogen, Dan Fogler, Isla Fisher, Jonah Hill, Amy Poehler, Jaime Pressly, Charles Osgood, Josh Flitter, Niecy Nash, Jesse McCartney, Shelby Adamowsky",Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,6.8,123422,"$85,000,000","$154,529,439","$297,138,014",71,154,194
45157,tt0451085,Insecticidal,Insecticidal,2005,4/28/2005,"Horror, Thriller",81,Canada,English,Jeffery Scott Lando,Jeff O'Brien,Riptide Entertainment,"Meghan Heffern, Rhonda Dent, Travis Watters, Shawn Bachynski, Samantha McLeod, Anna Amoroso, Natalie Boll, Ryan Zwick, Anna Farrant, Nelson Leis, Chris Guy, Alan Steele, Vicky Huang, Simon Sippola, Sean Whale","Cami is a dedicated student of entomology that is researching insects in her sorority house. When her sorority sister Josi sprays insecticide on her bugs, Cami becomes upset. But sooner she...",3.2,574,,,,,22,20
45162,tt0451106,Loveless in Los Angeles,Loveless in Los Angeles,2007,5/27/2007,"Comedy, Romance",95,USA,English,Archie Gips,Archie Gips,Fishman Productions Ltd.,"Dash Mihok, Ryan Freeman, Brittany Daniel, Holland Sanders, Philip Gips, James Lesure, Geoffrey Arend, Chris Coppola, Dan Weaver, Dominic Pham, Kevin Pinkney, Bo Barrett, Kevin Peake, Eva Mah, Ragan Wallake","When a womanizing, reality dating, television producer runs into his college crush, he realizes his bar-hopping, bed-hopping ways are leaving him unfulfilled, so he has the only woman, for ...",4.7,451,"$500,000",,,,1,4
45178,tt0451214,Stone & Ed,Stone & Ed,2008,1/8/2008,Comedy,83,USA,English,Adam Meyerowitz,Dave Hellman,Three Bird Pictures,"Ian Reed Kesler, Travis Wester, Mircea Monroe, Jullian Dulce Vida, Steven Brand, Dave Sheridan, Cliff De Young, Stephen Spinella, Mark Povinelli, Ken Davitian, Ski Carr, Yan Feldman, Rafael Feldman, Sharon Johnston, Dan Southworth",It's just another hazy morning for Stone & Ed until they unwittingly discover that they aren't actually brothers so they set out on a quest for the truth-they encounter a beautiful blonde ...,2,404,"$560,000",,,,6,1
45201,tt0451850,Paheli,Paheli,2005,6/24/2005,"Drama, Fantasy, Romance",140,India,Hindi,Amol Palekar,"Vijayadan Detha, Vijayadan Detha",Red Chillies Entertainment,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Naseeruddin Shah, Ratna Pathak Shah, Amitabh Bachchan, Sunil Shetty, Juhi Chawla, Dilip Prabhavalkar, Nina Kulkarni, Padma Rani, Sharvari Jamenis, Rajpal Yadav, Aditi Govitrikar, Palak Jain",A folk tale - supernatural love story about a ghost who falls in love with a newlywed woman.,6.5,11831,,"$1,409,499","$2,415,975",,49,21
45202,tt0451919,Socha Na Tha,Socha Na Tha,2005,3/4/2005,"Romance, Comedy",137,India,"Hindi, English",Imtiaz Ali,Imtiaz Ali,Dharmendra,"Abhay Deol, Ayesha Takia, Ayesha Jhulka, Apoorva Jha, Rati Agnihotri, Sandhya Mridul, Sohrab Ardeshir, Manish Chaudhary, Lushin Dubey, Kamlesh Gill, Anamika Goel, Vijay Maurya, Suresh Oberoi, Salim Shah, Shakti Singh","A boy is forced meet a girl for an arranged marriage but even though he refuses the match, they secretly become friends. As things get complicated and both get engaged to different people they realize they've fallen in love with each other.",7.5,6882,,,,,36,6
45211,tt0452011,The Conclave,The Conclave,2006,2/16/2007,"Biography, Drama, History",100,"Canada, Germany",English,Christoph Schrewe,Paul Donovan,Studio Hamburg International Production (SHIP),"Manu Fullola, Brian Blessed, James Faulkner, Rolf Kanies, Holger Kunkel, Peter Guinness, Nicholas Irons, Brian Downey, Lolo Herrero, Gaetano Carotenuto, Matthias Koeberlin, Nora Tschirner, Joseph Rutten, Andrew Keilty, Stacy Smith","In 1458, five years after the fall of Constantinople to the Turk, eighteen cardinals met in Rome to elect a new pope. A 27-year-old Spanish cardinal, Rodrigo Borgia, learns to play a very dangerous game; how to survive his first conclave.",6.6,480,"$4,000,000",,,,6,3
45244,tt0452671,Race You to the Bottom,Race You to the Bottom,2005,2005,"Drama, Romance",73,USA,English,Russell Brown,Russell Brown,The Simon,"Ruben Dario, Kristin Hensley, Cole Williams, Jer Adrianne Lelliott, Amber Benson, Justin Zachary, Justin Hartley, Danielle Harris, Patrick Belton, Al Liner, Danny Scheie, Adam Del Rio, Hannah Evans, Erin Cahill, Philipp Karner",Bisexual travel writer Nathan examines his increasingly complex feelings for Maggie as they travel through California's wine country on assignment.,5,376,,"$5,468","$5,468",50,10,11
45246,tt0452681,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,2006,11/24/2006,"Adventure, Comedy, Family",97,USA,English,Michael Lembeck,"Ed Decter, John J. Strauss",Walt Disney Pictures,"Tim Allen, Elizabeth Mitchell, Eric Lloyd, Judge Reinhold, Wendy Crewson, Spencer Breslin, Liliana Mumy, Martin Short, Ann-Margret, Alan Arkin, Abigail Breslin, Art LaFleur, Aisha Tyler, Kevin Pollak, Jay Thomas","Santa, aka Scott Calvin, is faced with double-duty: how to keep his new family happy, and how to stop Jack Frost from taking over Christmas.",4.7,30005,"$12,000,000","$84,500,122","$110,768,122",32,114,80
45247,tt0452692,The Tender Hook,The Tender Hook,2008,9/18/2008,"Crime, Drama, Mystery",99,Australia,English,Jonathan Ogilvie,Jonathan Ogilvie,Film Finance,"Rose Byrne, Tyler Coppin, John Batchelor, Hugo Weaving, Matthew Le Nevez, Andrew Nolte, Daniel Potts, Chris Wood, Braydon Chlow, John Lakos, Brendan Guerin, Graham Murray, Pia Miranda, Kuni Hashimoto, Bob Murdoch","The story is about Iris' rise to the apex of a love/power triangle that includes her roguish English lover McHeath and Art, an earnest young boxer. Within the flawed moral landscape, each character struggles to establish their sovereignty.",5.4,463,,,"$40,390",,8,7
45350,tt0454921,The Pursuit of Happyness,The Pursuit of Happyness,2006,1/12/2007,"Biography, Drama",117,USA,"English, Cantonese",Gabriele Muccino,Steve Conrad,Columbia Pictures,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer, Kevin West, George Cheung, David Michael Silverman, Domenic Bove, Geoff Callan, Joyful Raven, Scott Klace",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,8,415051,"$55,000,000","$163,566,459","$307,077,295",64,702,200
45353,tt0454941,The Sensei,The Sensei,2008,5/4/2008,"Action, Drama, Sport",103,USA,English,Diana Lee Inosanto,Diana Lee Inosanto,Heitmann Entertainment,"Diana Lee Inosanto, Keith David, Melissa Taylor, Shane Weingardt, Mark Griffin Jr., Ryan J. Parker, Michael O'Laskey II, Ayo Fadeyi, Curtis Magee-Ortiz, Jeff Liu, Danny Lopez, Kerry Knuppe, Jonathan Camp, John Campbell, Ben Perkins","In 1985 Colorado, a long-absent woman, proficient as a black belt in martial arts, returns home where she agrees, secretly, to train a bullied gay teen.",6.6,365,"$2,200,000",,,,15,15
45370,tt0455400,Comeback Season,Comeback Season,2006,4/30/2006,"Comedy, Romance",99,"USA, Canada",English,Bruce McCulloch,Bruce McCulloch,Accent Entertainment Corporation,"Ray Liotta, Shaun Sipos, Glenne Headly, Rachel Blanchard, Brooke Nevin, Brendan Fehr, Brenda Campbell, David Parker, Josh Emerson, Chris Ippolito, Michael St. John Smith, Steve Mitchell, Kira Clavell, Ron Selmour, Stephen Hair","Walter Pearce (Liotta), a married man, tries to win back his wife (Headley) after cheating on her. Pearce enlists the help of the local high school football star (Sipos) to help him.",5.9,1230,,,,,4,7
45371,tt0455407,The Crazies,The Crazies,2010,2/26/2010,"Horror, Thriller",101,"USA, United Arab Emirates",English,Breck Eisner,"Scott Kosar, Ray Wright",Overture Films,"Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker, Christie Lynn Smith, Brett Rickaby, Preston Bailey, John Aylward, Joe Reegan, Glenn Morshower, Larry Cedar, Gregory Sporleder, Mike Hickman, Lisa K. Wyatt, Justin Welborn","After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight for survival along with help from a couple of people.",6.5,106059,"$20,000,000","$39,123,589","$54,806,823",55,269,315
45379,tt0455584,The Kovak Box,The Kovak Box,2006,1/12/2007,"Mystery, Sci-Fi, Thriller",102,"Spain, UK","English, Spanish, German",Daniel MonzÃ³n,"Daniel MonzÃ³n, Jorge GuerricaechevarrÃ­a",Filmax,"Timothy Hutton, LucÃ­a JimÃ©nez, David Kelly, Georgia Mackenzie, Gary Piquer, Annette Badland, IvÃ¡n Morales, Colin Stinton, Nicholas Boulton, Jeff Harding, Jorge Bosch, Luis Callejo, Daniel Strauss, Molly Malcolm, Keith Bartlett","A sci-fi writer (Hutton) is invited to an island for a conference, only to discover that he's been lured into a trap.",5.8,3656,,,"$2,078,762",,33,12
45383,tt0455671,Outside Sales,Outside Sales,2006,3/30/2006,Comedy,90,USA,English,Blayne Weaver,Blayne Weaver,Secret Identity Productions,"Lucas Fleischer, Tricia O'Kelley, Brandon Barrera, Andrea Grano, Rob Helms, Blayne Weaver, Tara Karsian, Christopher Shaw, Danny Strong, Thomas Bankowski, David Berman, Pat Carroll, Timothy Dvorak, Frank T. Elliott, Britt Erickson","A romantic comedy about a depressed salesman coping with a cheating wife, his sadistic boss and the beautiful sales rep hired to replace him.",5.2,125,,,,,3,4
45392,tt0455853,When I Find the Ocean,When I Find the Ocean,2006,3/4/2006,"Drama, Family",104,USA,English,Tonya S. Holly,Tonya S. Holly,Cypress Moon Productions,"Dan Beene, Sara Biddle, Anthony Brooks, Natalie Canerday, Bernie Casey, James Chambliss, James Chapman, Kenny Davis, Timothy Eddy, Dorian Flemming, David 'Shark' Fralick, Trent Friday, Joan Ghrigsby, Graham Greene, Edie Hand",A little girl leaves home with her pet dog and rabbit to escape abuse and find the ocean in the hopes of feeling closer to her father who has passed away.,4.1,191,"$4,000,000",,,,21,1
45394,tt0455906,The American Ruling Class,The American Ruling Class,2005,3/1/2007,"Comedy, Music",88,"UK, USA",English,John Kirby,"Lewis Lapham, John Kirby",,"Lewis Lapham, Caton Burwell, Paul Cantagallo, Jessica Silver-Greenberg, Hollis Witherspoon, Keith Witty, Steve Blum, Sam Hoyt, Catherine Mathis, Caroline Camougis, Kevin Wilson, Kathleen Landis, Eileen Eichenstein, Susan Tsao, David Robinson","In this first of its kind ""dramatic-documentary-musical"", Lewis Lapham takes two young Ivy-League graduates on a tour of the corridors of power. The novice careerists must decide: should they seek to rule the world, or to save it?",6.9,318,,,,,20,9
45398,tt0455933,Dead Man's Cards,Dead Man's Cards,2006,12/15/2006,"Action, Crime, Drama",110,UK,English,James Marquand,"James Marquand, James McMartin",Stray Dogs Films,"Paul Barber, Tom Bell, Samantha Womack, Gary Mavers, James McMartin, Lisa Parry, Mark Russell, Andrew Schofield, Vinnie Adams, Anthony Ankrah, Jamiel Asije, Robin John Barlow, Kimberley Barrett, Carl Chase, Li Clark","Tom is an ex-boxer at a run down nightclub in this modern Western. His boss, a battle hardened veteran recognizes his fighting abilities and teaches him how to be a ""peace keeper"" at the ...",5.5,549,GBP 500000,,"$5,870",,9,13
45401,tt0455957,Goya's Ghosts,Goya's Ghosts,2006,5/4/2007,"Biography, Drama, History",113,"USA, Spain",English,Milos Forman,"Milos Forman, Jean-Claude CarriÃ¨re",The Saul Zaentz Company,"Javier Bardem, Natalie Portman, Stellan SkarsgÃ¥rd, Randy Quaid, JosÃ© Luis GÃ³mez, Michael Lonsdale, Blanca Portillo, Mabel Rivera, Unax Ugalde, Fernando Tielve, David Calder, Frank Baker, RamÃ³n Langa, Manuel de Blas, AndrÃ©s Lima","Painter Francisco Goya faces a scandal involving his muse, who is labeled a heretic by a monk.",6.9,28341,"$50,000,000","$1,000,626","$9,448,082",52,110,104
45409,tt0455991,Deaden,Deaden,2006,10/11/2006,Action,90,"Canada, USA",English,Christian Viel,"John Fallon, Christian Viel",Movie Seals Productions,"John Fallon, Deke Richards, Claudia Jurt, Neil Napier, Anna Jaeger, Carmen Echeverria, Kevin Kelsall, Marcello Bezina, John Topor, Howard Rosenstein, Heidi Hawkins, Ray Cocomello, Loukia Eleni, Rob Burns, Jocko Alston","Ex-undercover cop turned biker Rane, witnesses the brutal murder of his pregnant wife by his crew who have learned about his old policemen days. Upon his exit from the hospital, he arms ...",4.3,179,CAD 1000000,,,,11,15
45425,tt0456165,Salaam Namaste,Salaam Namaste,2005,9/9/2005,"Comedy, Drama, Romance",158,India,"Hindi, English",Siddharth Anand,"Siddharth Anand, Siddharth Anand",Films & Casting Temple Pvt. Ltd. Sydney,"Saif Ali Khan, Preity Zinta, Arshad Warsi, Javed Jaffrey, Jugal Hansraj, Tania Zaetta, Kunal Vijaykar, Ravi Khote, Kavita Kapoor, Maria Goretti, Siddhant Ashar, Zeke Zidaan, Azaan Ali Khan, Padam Bhushan, Bonnie Hill",A quirky take on life and relationships as it looks at a fairy tale with a bit of a squint and an endearing look at what being in love really means.,6.2,6235,,"$1,413,283","$9,289,939",,55,8
